scenario,timestep,iter,species,kp_nb
50,9,10,RASY,806
40,9,9,PLCI,966
51,9,8,MAAM,1161
51,3,10,PLCI,1050
45,6,2,URAM,1098
52,7,4,RASY,850
51,4,8,PLCI,1053
42,9,4,PLCI,724
42,3,3,BLBR,1164
39,8,5,URAM,1089
47,3,6,URAM,1033
49,2,3,BLBR,1218
48,2,2,PLCI,1134
43,8,3,BLBR,804
52,11,6,URAM,730
42,8,7,URAM,816
37,1,4,PLCI,1116
41,11,5,RASY,615
52,11,9,PLCI,752
42,11,10,MAAM,948
39,5,2,MAAM,1255
50,4,5,URAM,951
52,7,1,URAM,904
52,8,5,BLBR,927
41,10,5,RASY,637
49,11,10,BLBR,752
43,2,7,BLBR,1218
39,5,5,URAM,1082
47,10,1,MAAM,1146
50,6,5,BLBR,1002
51,8,1,BLBR,883
52,5,5,URAM,897
41,8,10,RASY,741
41,7,8,BLBR,903
45,6,8,URAM,1092
40,4,8,BLBR,1207
51,5,5,PLCI,975
48,6,5,BLBR,961
52,2,10,URAM,1078
40,11,9,RASY,932
39,3,1,BLBR,1189
44,11,8,BLBR,1029
50,2,8,BLBR,1218
42,4,4,PLCI,947
45,2,9,URAM,1078
46,5,7,URAM,1075
49,11,1,RASY,708
43,4,8,PLCI,965
48,3,9,PLCI,1049
43,8,7,BLBR,791
38,11,10,MAAM,1123
39,9,7,RASY,967
51,3,2,BLBR,1160
44,8,1,RASY,1032
38,8,7,BLBR,1076
52,8,3,MAAM,1128
38,9,8,BLBR,1041
40,11,4,PLCI,962
49,8,10,BLBR,874
39,3,7,MAAM,1335
41,3,1,MAAM,1266
38,5,1,BLBR,1161
46,7,10,BLBR,1122
37,2,1,URAM,1002
42,7,5,MAAM,1100
47,6,8,URAM,840
48,5,3,BLBR,1009
41,3,6,PLCI,1044
44,8,7,PLCI,1059
52,2,7,URAM,1078
44,6,8,URAM,1109
49,3,7,BLBR,1138
44,6,2,URAM,1088
38,3,3,URAM,1070
45,9,2,BLBR,1072
41,8,7,RASY,787
43,8,8,URAM,786
43,2,6,RASY,1077
43,6,7,RASY,791
50,2,3,URAM,1078
51,3,9,URAM,1004
50,6,7,URAM,908
42,11,6,RASY,644
46,7,4,RASY,995
51,4,4,URAM,968
45,11,10,RASY,959
52,2,3,MAAM,1325
44,4,4,MAAM,1297
50,6,5,URAM,886
45,2,1,RASY,1077
43,5,8,BLBR,994
47,11,5,RASY,726
49,6,7,MAAM,1173
49,6,6,BLBR,957
41,3,8,MAAM,1299
46,3,10,PLCI,1108
51,9,9,BLBR,870
38,4,1,PLCI,1103
48,10,3,URAM,772
40,6,8,URAM,1081
39,7,8,BLBR,1120
44,2,3,URAM,1078
45,11,5,URAM,1110
45,3,4,URAM,1093
42,6,4,PLCI,825
48,4,5,BLBR,1076
42,11,1,RASY,662
38,5,4,URAM,1093
51,11,2,PLCI,763
42,8,8,RASY,753
40,10,4,BLBR,996
47,11,4,PLCI,759
42,11,4,BLBR,676
46,5,5,MAAM,1283
43,7,6,RASY,752
46,2,8,BLBR,1218
40,6,10,RASY,998
43,11,10,MAAM,942
50,10,4,PLCI,833
40,9,6,PLCI,997
40,7,2,BLBR,1087
45,6,10,BLBR,1115
38,8,8,URAM,1130
42,8,5,RASY,782
46,5,2,RASY,1008
38,2,10,URAM,1078
50,3,6,BLBR,1166
41,7,2,MAAM,1148
51,3,4,URAM,964
47,5,1,URAM,878
38,10,2,BLBR,1027
45,8,10,PLCI,1025
40,8,8,URAM,1117
50,10,9,BLBR,862
51,7,8,URAM,929
46,5,5,PLCI,1078
49,10,4,URAM,762
41,11,9,RASY,635
42,10,10,PLCI,709
47,5,2,MAAM,1252
39,11,2,URAM,1152
44,4,3,URAM,1084
47,9,9,URAM,817
44,11,5,URAM,1123
40,6,6,PLCI,1028
40,11,6,MAAM,1004
38,7,5,URAM,1088
52,9,8,BLBR,819
50,8,8,RASY,818
42,2,6,MAAM,1325
46,9,2,URAM,1105
51,6,5,BLBR,1006
44,6,9,PLCI,1081
41,9,10,PLCI,756
42,11,7,RASY,659
41,6,5,RASY,842
51,4,5,URAM,983
49,5,1,RASY,874
49,10,3,PLCI,760
42,2,9,BLBR,1218
38,3,1,MAAM,1321
48,3,5,PLCI,1016
37,0,7,BLBR,1158
41,11,3,RASY,645
41,5,9,URAM,896
48,6,10,RASY,845
38,3,8,RASY,1066
40,6,7,URAM,1106
49,5,3,BLBR,1004
48,9,9,MAAM,1110
45,7,7,URAM,1116
48,3,7,PLCI,1028
51,2,10,URAM,1078
43,7,5,PLCI,824
52,8,9,URAM,894
40,10,1,RASY,905
38,10,3,RASY,934
47,7,2,MAAM,1179
43,11,1,BLBR,699
45,8,7,RASY,1008
38,11,7,PLCI,990
41,7,5,URAM,802
41,3,7,PLCI,1026
51,7,6,RASY,858
51,11,8,MAAM,1098
40,5,6,BLBR,1128
38,10,5,URAM,1149
38,11,8,MAAM,1108
52,2,7,MAAM,1325
43,10,10,RASY,697
52,11,4,PLCI,751
48,10,5,URAM,754
52,9,1,BLBR,871
44,7,5,PLCI,1063
39,2,10,BLBR,1218
44,8,1,MAAM,1233
39,3,7,BLBR,1178
43,10,5,RASY,685
42,6,1,MAAM,1124
51,9,10,URAM,844
39,8,4,PLCI,982
49,10,2,PLCI,783
42,4,4,BLBR,1056
51,11,8,URAM,726
48,10,2,BLBR,760
38,5,4,PLCI,1071
50,2,6,BLBR,1218
46,9,8,URAM,1113
52,7,10,RASY,848
46,10,8,URAM,1109
38,3,8,MAAM,1300
48,8,8,RASY,802
37,1,9,PLCI,1103
45,9,3,MAAM,1210
39,7,9,MAAM,1189
43,5,4,RASY,899
49,4,2,BLBR,1084
40,7,8,RASY,989
41,2,9,RASY,1077
44,6,7,URAM,1083
48,10,7,PLCI,745
44,9,9,RASY,989
38,7,8,RASY,1021
46,5,4,RASY,1018
49,2,8,PLCI,1134
50,6,9,RASY,891
